gene
HYI-AS1
KDM4A
KDM4A-AS1
ST3GAL3
IPO13
SLC6A9
ATP6V0B
ERI3
DPH2
ARTN
CCDC24
AL139220.2
RPS8
RNF220
DMAP1
TMEM53
PTCH2
ARMH1
UROD
PLK3
KIF2C
EIF2B3
BTBD19
HECTD3
AL592166.1
ZSWIM5
TESK2
MUTYH
TOE1
TMEM69
PRDX1
NASP
AKR1A1
LINC01144
HPDL
MMACHC
GPBP1L1
IPP
CCDC163
MAST2
POMGNT1
AL604028.1
CCDC17
PIK3R3
UQCRH
AL358075.2
TSPAN1
LRRC41
NSUN4
LURAP1
RAD54L
MKNK1
MKNK1-AS1
ATPAF1
FAAH
MOB3C
EFCAB14
CYP4B1
EFCAB14-AS1
CYP4A22-AS1
PDZK1IP1
CYP4X1
LINC00853
CMPK1
STIL
TRABD2B
SLC5A9
SPATA6
BEND5
AGBL4
ELAVL4
FAF1
LINC01562
RNF11
CDKN2C
TTC39A
EPS15
OSBPL9
TTC39A-AS1
AC104170.1
NRDC
TXNDC12
RAB3B
KTI12
ZFYVE9
BTF3L4
GPX7
TUT4
CC2D1B
COA7
PRPF38A
ORC1
ZYG11B
SCP2
ECHDC2
CZIB
MAGOH
CPT2
PODN
AL606760.1
LRP8
GLIS1
NDC1
HSPB11
YIPF1
TMEM59
DIO1
CYB5RL
LRRC42
SSBP3
LDLRAD1
TCEANC2
MRPL37
MROH7
TTC4
ACOT11
DHCR24
PARS2
TTC22
LEXM
USP24
TMEM61
PCSK9
AL603840.1
AC119674.1
PLPP3
PRKAA2
DAB1
TACSTD2
JUN
OMA1
MYSM1
LINC01358
LINC01135
FGGY
AC093425.1
CYP2J2
HOOK1
C1orf87
NFIA-AS2
NFIA
PATJ
TM2D1
AC099791.2
DOCK7
KANK4
L1TD1
USP1
ATG4C
ALG6
ITGB3BP
EFCAB7
PGM1
ROR1
ROR1-AS1
UBE2U
CACHD1
JAK1
RAVER2
LEPR
AK4
DNAJC6
LEPROT
AC119800.1
PDE4B
SGIP1
WDR78
MIER1
SLC35D1
SERBP1
IL23R
C1orf141
IL12RB2
GADD45A
GNG12
GNG12-AS1
WLS
DIRAS3
DEPDC1
AL033530.1
LRRC7
SRSF11
LRRC40
ANKRD13C
HHLA3
CTH
PTGER3
ZRANB2
ZRANB2-AS1
ZRANB2-AS2
NEGR1
AL513166.1
AL583808.1
LRRIQ3
TNNI3K
FPGT
CRYZ
ERICH3
TYW3
SLC44A5
MSH4
ACADM
RABGGTB
ST6GALNAC3
ST6GALNAC5
PIGK
AK5
MIGA1
AC118549.1
USP33
NEXN
GIPC2
DNAJB4
FUBP1
AC103591.3
PTGFR
ADGRL4
IFI44
IFI44L
AC117944.1
ADGRL2
AL157944.1
LINC01362
LINC01725
TTLL7
PRKACB
CTBS
AL359504.2
GNG5
SAMD13
RPF1
SPATA1
SSX2IP
AL359762.1
WDR63
DDAH1
LPAR3
MCOLN2
C1orf52
ZNHIT6
BCL10
SYDE2
MCOLN3
CCN1
AL078459.1
COL24A1
ODF2L
CLCA2
SH3GLB1
CLCA4
CLCA4-AS1
SELENOF
AL049597.2
HS2ST1
LMO4
LINC01140
PKN2-AS1
PKN2
RBMXL1
GTF2B
GBP2
GBP1
GBP3
KYAT3
GBP4
GBP5
GBP6
LRRC8B
LRRC8C
LRRC8C-DT
LRRC8D
ZNF326
AC099568.2
ZNF644
HFM1
LINC02609
CDC7
TGFBR3
BRDT
SETSIP
BTBD8
GLMN
EPHX4
EVI5
RPAP2
RPL5
DIPK1A
CCDC18-AS1
TMED5
CCDC18
MTF2
DR1
BCAR3
FNBP1L
DNTTIP2
GCLM
ARHGAP29
ABCA4
ABCD3
ARHGAP29-AS1
F3
CNN3
ALG14
SLC44A3
TLCD4
AC105942.1
AC092802.1
RWDD3
LINC02607
AL683887.1
PTBP2
DPYD
DPYD-AS1
SNX7
PLPPR5
AL445433.2
PLPPR4
FRRS1
PALMD
AGL
SLC35A3
SASS6
MFSD14A
DBT
LRRC39
AC118553.1
RTCA-AS1
AC093019.2
TRMT13
RTCA
CDC14A
DPH5
VCAM1
EXTL2
AC104506.1
SLC30A7
AC093157.2
AC093157.1
AL109741.1
S1PR1
LINC01307
LINC01709
OLFM3
COL11A1
RNPC3
AMY2B
PRMT6
NTNG1
VAV3
SLC25A24
PRPF38B
AL359258.2
FAM102B
HENMT1
AKNAD1
STXBP3
CLCC1
WDR47
TAF13
GPSM2
PSMA5
AL356488.3
KIAA1324
TMEM167B
SARS
SPATA42
AL356488.2
SORT1
CELSR2
PSRC1
GNAI3
GSTM4
AMIGO1
GSTM3
ATXN7L2
CYB561D1
AHCYL1
AMPD2
GSTM2
GSTM1
GSTM5
AL158847.1
CSF1
STRIP1
LAMTOR5
RBM15-AS1
AL160006.1
SLC6A17
KCNC4
SLC16A4
LAMTOR5-AS1
RBM15
KCNA2
LRIF1
AL365361.1
DRAM2
CD53
DENND2D
AL360270.1
AL360270.3
RAP1A
ATP5PB
CHI3L2
CEPT1
AL355816.2
TMIGD3
PIFO
INKA2
WDR77
OVGP1
AL390195.1
C1orf162
DDX20
KCND3
LINC01750
AL445426.1
RHOC
ST7L
CTTNBP2NL
WNT2B
CAPZA1
MOV10
SLC16A1
PPM1J
SLC16A1-AS1
LRIG2
PHTF1
MAGI3
RSBN1
AP4B1
PTPN22
HIPK1
HIPK1-AS1
AP4B1-AS1
DCLRE1B
TRIM33
OLFML3
SIKE1
BCAS2
DENND2C
CSDE1
NRAS
SYCP1
TSPAN2
NGF
CASQ2
VANGL1
NHLH2
SLC22A15
CD58
MAB21L3
ATP1A1
AL355538.1
ATP1A1-AS1
IGSF3
CD2
TRIM45
VTCN1
CD101
AL157904.1
PTGFRN
TTF2
MAN1A2
TENT5C
WDR3
GDAP2
SPAG17
TBX15
WARS2
WARS2-AS1
ZNF697
HMGCS2
PHGDH
NOTCH2
SEC22B
NBPF26
LINC00623
AC253572.1
AC253572.2
AC244453.3
SRGAP2C
AC244453.2
FCGR1B
NBPF15
AC239800.2
LINC02591
LINC02802
SRGAP2B
FAM72D
NBPF20
RNF115
AC245014.3
GPR89A
NBPF10
RBM8A
PDZK1
PIAS3
ANKRD35
NOTCH2NLA
TXNIP
POLR3C
LIX1L-AS1
ITGA10
PEX11B
POLR3GL
LIX1L
NUDT17
ANKRD34A
AC239799.2
NBPF12
AC245407.2
FMO5
PRKAB2
AC242426.2
CHD1L
LINC00624
ACP6
BCL9
GJA5
GPR89B
NBPF14
NBPF11
AC239809.3
LINC01138
PDE4DIP
NBPF9
AC245100.1
AC245297.3
HIST2H2AA3
AC245297.2
NBPF19
NOTCH2NLC
HIST2H2BE
OTUD7B
SF3B4
APH1A
MTMR11
MRPS21
AC244033.2
FCGR1A
HIST2H2BF
AC243772.2
BOLA1
HIST2H4A
HIST2H2AC
VPS45
AC239868.1
SV2A
HIST2H2AB
PLEKHO1
ANP32E
MCL1
C1orf54
ENSA
RPRD2
CTSS
CTSK
CIART
ECM1
PRPF3
ADAMTSL4-AS1
FALEC
GOLPH3L
TARS2
ARNT
ADAMTSL4
VPS72
HORMAD1
GABPB2
CDC42SE1
CERS2
ANXA9
MINDY1
BNIPL
SELENBP1
SEMA6C
LYSMD1
POGZ
SCNM1
SETDB1
AL590133.2
PRUNE1
PSMD4
TUFT1
PI4KB
PIP5K1A
MLLT11
C1orf56
RFX5
MRPL9
ZNF687
THEM4
THEM5
AL391069.1
AL391069.2
SNX27
S100A10
PSMB4
S100A11
CGN
RORC
TDRKH
FLG
C2CD4D
AL589765.7
OAZ3
C2CD4D-AS1
FLG2
AL450992.2
TCHH
AL450992.1
FLG-AS1
KPRP
C1orf68
SPRR1B
LCE1C
IVL
S100A8
PGLYRP4
S100A6
S100A14
LOR
SPRR2D
SNAPIN
SPRR2E
S100A9
S100A4
S100A7
PGLYRP3
S100A2
S100A1
S100A16
BX470102.1
ILF2
RPS27
S100A13
CHTOP
S100A7A
RAB13
AL162258.2
BX470102.2
SLC27A3
INTS3
NPR1
S100A3
GATAD2B
DENND4B
SLC39A1
JTB
TPM3
C1orf43
CRTC2
NUP210L
CREB3L4
AL358472.5
AL358472.4
AL358472.3
UBAP2L
UBE2Q1
AL358472.2
ADAR
KCNN3
HAX1
IL6R
ATP8B2
SHE
TDRD10
IL6R-AS1
PMVK
SHC1
PBXIP1
PYGO2
GBA
ADAM15
DPM3
EFNA4
EFNA3
FLAD1
ZBTB7B
DCST1
EFNA1
KRTCAP2
SLC50A1
MUC1
DCST2
AL451085.2
CKS1B
THBS3
FAM189B
DCST1-AS1
SCAMP3
FDPS
CLK2
ASH1L
RUSC1
AC234582.1
MTX1
HCN3
PKLR
RUSC1-AS1
GON4L
YY1AP1
ARHGEF2
SSR2
DAP3
ASH1L-AS1
RIT1
MSTO1
AL353807.5
KHDC4
PMF1
UBQLN4
AL355388.3
SYT11
SEMA4A
TSACC
LMNA
RAB25
LAMTOR2
MEX3A
CCT3
SMG5
GLMP
MEF2D
SLC25A44
PAQR6
TMEM79
C1orf61
MRPL24
HDGF
CRABP2
BGLAP
GPATCH4
NES
NAXE
ARHGEF11
ISG20L2
RRNAD1
AL590666.4
IQGAP3
PRCC
ETV3
SH2D2A
PEAR1
CD5L
KIRREL1
CD1A
IFI16
AIM2
MNDA
PYHIN1
CADM3-AS1
FCER1A
CADM3
ACKR1
SLAMF8
TAGLN2
DUSP23
CFAP45
VSIG8
IGSF9
IGSF8
AL590560.2
PIGM
PEA15
DCAF8
LINC01133
CD84
ATP1A2
COPA
PEX19
ATP1A4
SLAMF7
VANGL2
NCSTN
AL121987.2
AL139011.1
F11R
SLAMF1
CD48
AL121985.1
LY9
UFC1
NDUFS2
NECTIN4
TSTD1
ARHGAP30
CD244
DEDD
PFDN2
ITLN2
ADAMTS4
B4GALT3
PPOX
NIT1
KLHDC9
MPZ
USF1
FCER1G
SDHC
AL590714.1
AL592295.4
USP21
FCGR2A
AL359541.1
TOMM40L
NR1I3
PCP4L1
HSPA6
FCRLB
FCGR2B
CFAP126
FCGR3A
ATF6
NOS1AP
DUSP12
FCGR3B
OLFML2B
UAP1
UHMK1
C1orf226
AL596325.2
RGS5
HSD17B7
DDR2
RGS4
NUF2
AL592435.1
PBX1
AL391001.1
LMX1A
TMCO1
ALDH9A1
MGST3
AL596087.2
UCK2
FAM78B
TADA1
POGK
GPA33
POU2F1
AL451050.2
CREG1
CD247
RCSD1
MPZL1
ADCY10
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
DPT
ATP1B1
LINC00970
NME7
SELE
SLC19A2
F5
SELP
BLZF1
CCDC181
C1orf112
Z99572.1
METTL18
SELL
SCYL3
KIFAP3
LINC01681
LINC01142
GORAB
BX284613.2
PRRX1
MROH9
PRRC2C
FMO3
FMO2
FMO4
FMO1
DNM3
VAMP4
DNM3OS
EEF1AKNMT
PIGC
SUCO
C1orf105
AL031599.1
PRDX6
GAS5
SLC9C2
ANKRD45
AL645568.1
KLHL20
CENPL
RC3H1
DARS2
GAS5-AS1
ZBTB37
RABGAP1L
MRPS14
TNN
CACYBP
KIAA0040
TNR
COP1
AL591043.2
PAPPA2
ASTN1
BRINP2
AL136114.1
SEC16B
RASAL2
RASAL2-AS1
ANGPTL1
RALGPS2
ABL2
FAM20B
TOR3A
SOAT1
AXDND1
TOR1AIP2
TDRD5
AL353708.3
CEP350
TOR1AIP1
QSOX1
ACBD6
LHX4
MR1
KIAA1614
XPR1
STX6
AL162431.1
KIAA1614-AS1
IER5
CACNA1E
GLUL
LINC01344
RGS16
RGSL1
RNASEL
NPL
DHX9
LAMC1
NMNAT2
SHCBP1L
LAMC2
ARPC5
NCF2
AL354953.1
SMG7
RGL1
SMG7-AS1
COLGALT2
TSEN15
NIBAN1
C1orf21
AL713852.1
EDEM3
IVNS1ABP
TRMT1L
SWT1
RNF2
LINC01350
HMCN1
TPR
ODR4
AL096803.2
PRG4
PTGS2
PLA2G4A
ERVMER61-1
LINC01035
BRINP3
AL138927.1
AL390957.1
RGS1
RGS2
AL136454.1
CDC73
UCHL5
RO60
GLRX2
AL136456.1
KCNT2
CFH
CFHR3
ASPM
ZBTB41
CRB1
DENND1B
C1orf53
NEK7
PTPRC
MIR181A1HG
LINC02789
NR5A2
ZNF281
LINC00862
AC104461.1
DDX59
KIF14
CAMSAP2
KIF21B
INAVA
TMEM9
LAD1
PKP1
PHLDA3
CSRP1
IPO9
AC096677.1
TNNT2
NAV1
LMOD1
IPO9-AS1
TIMM17A
ARL8A
ELF3
ELF3-AS1
RNPEP
SHISA4
AL691482.3
PTPN7
AL513217.1
PPP1R12B
LGR6
GPR37L1
UBE2T
SYT2
KDM5B
CYB5R1
TMEM183A
RABIF
KLHL12
ADIPOR1
BTG2
PPFIA4
AC098934.4
PCAT6
CHI3L1
FMOD
ADORA1
PRELP
ATP2B4
LINC01353
LINC01136
ZC3H11A
SNRPE
LAX1
PPP1R15B
PLEKHA6
ZBED6
SOX13
ETNK2
GOLT1A
AL606489.1
PIK3C2B
LRRN2
MDM4
RBBP5
NFASC
TMEM81
DSTYK
SLC45A3
NUAK2
TMCC2
NUCKS1
LEMD1
CDK18
MFSD4A
ELK4
RAB29
SLC41A1
RAB7B
RASSF5
SRGAP2
RHEX
EIF2D
AL591846.2
DYRK3
MAPKAPK2
IKBKE
IL20
PIGR
YOD1
C1orf116
IL19
IL24
FCMR
C4BPA
C4BPB
PFKFB2
CD55
CD46
CR1L
CD34
CR1
MIR29B2CHG
PLXNA2
LINC02767
LINC01698
LAMB3
G0S2
MIR205HG
CAMK1G
C1orf74
UTP25
SYT14
TRAF3IP3
IRF6
HSD11B1-AS1
HSD11B1
SERTAD4
SERTAD4-AS1
HHAT
KCNH1
RCOR3
TRAF5
SLC30A1
NEK2
LINC00467
LPGAT1
INTS7
DTL
AL360091.3
PACC1
LINC02608
BATF3
PPP2R5A
NENF
AC092803.1
ATF3
FAM71A
NSL1
AC092803.2
TATDN3
FLVCR1
FLVCR1-DT
ANGEL2
RPS6KC1
VASH2
PROX1-AS1
PROX1
PTPN14
SMYD2
CENPF
KCNK2
USH2A
KCTD3
ESRRG
GPATCH2
SPATA17
RRP15
TGFB2
LYPLAL1-DT
LYPLAL1
ZC3H11B
LYPLAL1-AS1
SLC30A10
BPNT1
EPRS
IARS2
RAB3GAP2
MARK1
MARC2
C1orf115
MARC1
HLX
HLX-AS1
DUSP10
LINC01705
AL356108.1
AIDA
MIA3
TAF1A
FAM177B
BROX
TAF1A-AS1
AL392172.1
DISP1
AL592148.3
SUSD4
TLR5
TP53BP2
CAPN8
CAPN2
DEGS1
FBXO28
AC092809.4
CNIH4
NVL
WDR26
CNIH3
DNAH14
ENAH
LBR
AL591895.1
TMEM63A
PYCR2
AC099066.2
EPHX1
H3F3A
ACBD3
SRP9
SDE2
LEFTY1
AL512343.2
LINC01703
PARP1
LIN9
ITPKB
ACBD3-AS1
COQ8A
CDC42BPA
PSEN2
LINC01641
C1orf35
JMJD4
ZNF678
ARF1
GUK1
WNT9A
SNAP47
MRPL55
IBA57
WNT3A
RNF187
OBSCN
GJC2
HIST3H2A
TRIM17
TRIM11
HIST3H2BB
RHOU
LINC02814
RAB4A
AL162595.1
NUP133
TAF5L
CCSAP
ABCB10
AL117350.1
URB2
GALNT2
PGBD5
C1orf198
COG2
AGT
TTC13
CAPN9
FAM89A
EGLN1
C1orf131
TRIM67
GNPAT
ARV1
DISC1
EXOC8
SPRTN
TSNAX
AL445524.1
SIPA1L2
PCNX2
MAP10
NTPCR
MAP3K21
KCNK1
SLC35F3
TARBP1
IRF2BP2
AL355472.2
COA6-AS1
COA6
LINC01132
LINC01354
TOMM20
AL160408.2
AL160408.1
RBM34
ARID4B
AL391832.2
GGPS1
TBCE
LINC01348
B3GALNT2
LYST
AL357556.4
NID1
GNG4
EDARADD
ERO1B
GPR137B
LGALS8
HEATR1
AL359921.1
LGALS8-AS1
ACTN2
MTR
RYR2
LINC01139
CHRM3
CHRM3-AS2
FMN2
GREM2
RGS7
FH
OPN3
KMO
CHML
WDR64
PLD5
EXO1
CEP170
AKT3
SDCCAG8
LINC02774
ADSS
ZBTB18
AL645465.1
CATSPERE
COX20
C1orf100
HNRNPU
DESI2
EFCAB2
KIF26B
SMYD3
TFB2M
CNST
AHCTF1
SCCPDH
ZNF670
ZNF695
AL390728.6
ZNF124
ZNF496
ZNF669
GCSAML
NLRP3
TRIM58
SH3BP5L
ZNF692
ZNF672
PGBD2
DIP2C
ZMYND11
GTPBP4
LARP4B
WDR37
IDI1
ADARB2
IDI2
IDI2-AS1
PFKP
PITRM1
KLF6
PITRM1-AS1
LINC02669
AL513303.1
LINC00702
AKR1C2
AKR1C3
AKR1C1
AKR1E2
CALML5
NET1
CALML3
GDI2
TUBAL3
CALML3-AS1
ASB13
AL732437.1
AL365356.1
TASOR2
LINC02657
LINC02677
PFKFB3
ANKRD16
IL15RA
FBH1
AL596094.1
LINC02649
IL2RA
AL137186.2
RBM17
PRKCQ
LINP1
PRKCQ-AS1
LINC00707
AL392086.3
SFMBT2
ITIH5
TAF3
ATP5F1C
KIN
GATA3
GATA3-AS1
CELF2
SFTA1P
USP6NL
DHTKD1
ECHDC3
UPF2
PROSER2
PROSER2-AS1
NUDT5
CDC123
CAMK1D
SEC61A2
OPTN
CCDC3
AL353586.1
PHYH
SEPHS1
MCM10
FRMD4A
BEND7
PRPF18
AL157392.3
FAM107B
DCLRE1C
HSPA14
FAM171A1
CDNF
NMT2
SUV39H2
AC069544.1
ACBD7
RPP38
OLAH
MINDY3
ITGA8
RSU1
PTER
CUBN
VIM
TRDMT1
VIM-AS1
ST8SIA6
AL133415.1
MRC1
HACD1
STAM
STAM-AS1
TMEM236
SLC39A12
CACNB2
AL450384.2
NSUN6
ARL5B
MALRD1
PLXDC2
NEBL
MLLT10
NEBL-AS1
DNAJC1
SKIDA1
PIP4K2A
SPAG6
BMI1
COMMD3
ARMC3
AL139815.1
MSRB2
C10orf67
OTUD1
KIAA1217
ARHGAP21
PRTFDC1
ENKUR
THNSL1
GPR158
LINC00836
MYO3A
GAD2
ABI1
APBB1IP
PDSS1
YME1L1
ANKRD26
ACBD5
MASTL
RAB18
MPP7
MKX
ARMC4
WAC
LINC01517
WAC-AS1
BAMBI
SVIL
JCAD
MTPAP
MAP3K8
ZNF438
ZEB1-AS1
ZEB1
ARHGAP12
KIF5B
EPC1
AL158834.2
CCDC7
ITGB1
AL365203.2
ITGB1-DT
NRP1
PARD3
CCNY
CUL2
PARD3-AS1
CREM
LINC02635
FZD8
ANKRD30A
ZNF248
ZNF25
ZNF33A
AL135791.1
ZNF37A
ZNF33B
BMS1
LINC00839
HNRNPF
CSGALNACT2
ZNF487
RET
AL450326.1
AC010864.1
RASGEF1A
ZNF32
ZNF32-AS3
ZNF239
ZNF485
ZNF32-AS1
LINC00840
CXCL12
DEPP1
TMEM72-AS1
RASSF4
ZNF22
C10orf25
MARCH8
ALOX5
WASHC2C
NCOA4
ZFAND4
TIMM23
AGAP4
MSMB
LINC00842
ANXA8L1
GPRIN2
SYT15
PTPN20
ANXA8
FAM25G
GDF10
AGAP9
AC245041.2
FAM25C
AC245041.1
FRMPD2
MAPK8
ARHGAP22
WDFY4
VSTM4
TMEM273
AL138760.1
ERCC6
PARG
OGDHL
TIMM23B-AGAP6
SGMS1
ASAH2
WASHC2A
TIMM23B
ASAH2B
SGMS1-AS1
PRKG1
A1CF
CSTF2T
PRKG1-AS1
LNCAROD
DKK1
PCDH15
ZWINT
CISD1
IPMK
TFAM
UBE2D1
BICC1
FAM13C
SLC16A9
LINC00844
PHYHIPL
CCDC6
ANK3
CDK1
RHOBTB1
CABCOCO1
ARID5B
RTKN2
ZNF365
EGR2
JMJD1C
ADO
NRBF2
REEP3
JMJD1C-AS1
AC013287.1
AL513321.2
LINC01515
CTNNA3
LRRTM3
SIRT1
HNRNPH3
HERC4
MYPN
DNAJC12
RUFY2
SLC25A16
PBLD
CCAR1
DNA2
TET1
DDX21
KIF1BP
DDX50
STOX1
SRGN
VPS26A
HKDC1
SUPV3L1
HK1
TACR2
TSPAN15
AC016821.1
FAM241B
PPA1
COL13A1
TYSND1
AIFM2
SAR1A
H2AFY2
LRRC20
NPFFR1
EIF4EBP2
PALD1
SGPL1
PCBD1
ADAMTS14
SLC29A3
PSAP
UNC5B
UNC5B-AS1
CDH23
VSIR
ANAPC16
CHST3
ASCC1
SPOCK2
MICU1
DDIT4
DNAJB12
DDIT4-AS1
MCU
P4HA1
DNAJC9
ECD
AC016394.2
MRPS16
ANXA7
USP54
DNAJC9-AS1
NUDT13
CFAP70
PPP3CB
FAM149B1
PPP3CB-AS1
AC016394.1
AGAP5
SEC24C
MSS51
VCL
NDST2
PLAU
ZSWIM8
FUT11
CHCHD1
ADK
AC073389.1
CAMK2G
MYOZ1
