cell_type,compartment,sample_key,sample_id,day,n_bins,median_x_um,median_depth
SAC_SG_Ductal,Other KC/SAC,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,954,745.8816371502417,0.7653089938106233
SAC_SG_Ductal,Other KC/SAC,19dpb,BW15D_C6_SDSDB_19dpb,19,746,-1278.2089968909258,0.5511212522191913
SAC_SG_Ductal,Other KC/SAC,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,936,-2409.523947849628,0.47101340171628925
SAC_SG_Ductal,Other KC/SAC,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,1099,1181.29740341414,0.48252699719841224
SAC_SG_Ductal,Other KC/SAC,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,1197,1367.8784830635589,0.40940944064372664
SAC_SG_Ductal,Other KC/SAC,2mph,2mph_A03699G6.SCT,60,1389,3592.469267577697,0.3982553928664357
SAC_HF_IRS,Other KC/SAC,5dpb,BW32_A01597A3_SDSDB_5dpb,5,474,-2246.1397505174236,0.5867435154019265
SAC_HF_IRS,Other KC/SAC,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,233,901.3073911870638,0.7618851985276988
SAC_HF_IRS,Other KC/SAC,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,470,861.3777081938151,0.7604110782974627
SAC_HF_IRS,Other KC/SAC,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,327,-260.8816011276694,0.6793438221753434
SAC_HF_IRS,Other KC/SAC,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,721,834.383623600332,0.7180386360366782
SAC_HF_IRS,Other KC/SAC,19dpb,BW15D_C6_SDSDB_19dpb,19,819,-940.7107895000032,0.5838131834511868
SAC_HF_IRS,Other KC/SAC,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,412,-2085.7604709474,0.5082890656685823
SAC_HF_IRS,Other KC/SAC,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,625,1540.2119425512988,0.41757838467282654
SAC_HF_IRS,Other KC/SAC,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,888,1132.695994082776,0.31781873704106656
SAC_HF_IRS,Other KC/SAC,2mph,2mph_A03699G6.SCT,60,1188,3366.6150159736417,0.40641762315731805
SAC_HF_ORS,Other KC/SAC,5dpb,BW32_A01597A3_SDSDB_5dpb,5,113,-2057.809554395298,0.5617094306130208
SAC_HF_ORS,Other KC/SAC,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,345,733.1386746280376,0.6818097218623428
SAC_HF_ORS,Other KC/SAC,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,2794,914.4107167828056,0.7216243136094592
SAC_HF_ORS,Other KC/SAC,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,366,-1178.153161266096,0.6501139728347329
SAC_HF_ORS,Other KC/SAC,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,567,-136.867098976046,0.6702400878361325
SAC_HF_ORS,Other KC/SAC,19dpb,BW15D_C6_SDSDB_19dpb,19,931,-1082.981969876065,0.5467165026797185
SAC_HF_ORS,Other KC/SAC,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,2714,-1973.3007955970893,0.5217311737560428
SAC_HF_ORS,Other KC/SAC,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,2604,1369.38646057509,0.4231660289551257
SAC_HF_ORS,Other KC/SAC,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,6707,1160.7614555223572,0.11558481289052402
SAC_HF_ORS,Other KC/SAC,2mph,2mph_A03699G6.SCT,60,959,4132.668088965157,0.3894952441495223
SAC_HF_HFSC,Other KC/SAC,5dpb,BW32_A01597A3_SDSDB_5dpb,5,116,-1899.2531372844942,0.598674604044068
SAC_HF_HFSC,Other KC/SAC,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,41,1528.3901550133119,0.7057748072304448
SAC_HF_HFSC,Other KC/SAC,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,76,393.9801258295065,0.7182550213327937
SAC_HF_HFSC,Other KC/SAC,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,45,-353.4794928401915,0.6821036457178645
SAC_HF_HFSC,Other KC/SAC,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,78,995.1527392767498,0.7192904086758036
SAC_HF_HFSC,Other KC/SAC,19dpb,BW15D_C6_SDSDB_19dpb,19,40,-1962.1422133366177,0.5235708280523408
SAC_HF_HFSC,Other KC/SAC,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,60,-354.713552390204,0.5527927547983456
SAC_HF_HFSC,Other KC/SAC,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,167,1146.8084584422581,0.41073343999291784
SAC_HF_HFSC,Other KC/SAC,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,217,-295.93428256087174,0.45922897556184805
SAC_HF_HFSC,Other KC/SAC,2mph,2mph_A03699G6.SCT,60,352,2947.8891236773634,0.3904353948091587
SAC_HF_DP_DS,Other KC/SAC,5dpb,BW32_A01597A3_SDSDB_5dpb,5,107,-2117.939960203748,0.6047245049795226
SAC_HF_DP_DS,Other KC/SAC,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,43,1746.0358373435135,0.722202910128505
SAC_HF_DP_DS,Other KC/SAC,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,51,711.2942938869701,0.7295325161744192
SAC_HF_DP_DS,Other KC/SAC,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,53,-1190.6175884073295,0.6812983232857615
SAC_HF_DP_DS,Other KC/SAC,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,67,525.0205933986198,0.6986657799495
SAC_HF_DP_DS,Other KC/SAC,19dpb,BW15D_C6_SDSDB_19dpb,19,33,-3408.7145696492466,0.5249822411718922
SAC_HF_DP_DS,Other KC/SAC,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,34,-2446.5257639490583,0.46704153499326423
SAC_HF_DP_DS,Other KC/SAC,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,175,897.1969907729795,0.5766933213716435
SAC_HF_DP_DS,Other KC/SAC,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,138,-916.7349494384882,0.47196373437442085
SAC_HF_DP_DS,Other KC/SAC,2mph,2mph_A03699G6.SCT,60,191,3156.0381579496816,0.3782409551721891
SAC_HF_Matrix,Other KC/SAC,5dpb,BW32_A01597A3_SDSDB_5dpb,5,23,-2088.0258939674395,0.6159771936613418
SAC_HF_Matrix,Other KC/SAC,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,8,1029.564743816462,0.6742711965545367
SAC_HF_Matrix,Other KC/SAC,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,8,1274.3280684067581,0.6664427222155086
SAC_HF_Matrix,Other KC/SAC,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,18,-263.08445518973195,0.605153925929026
SAC_HF_Matrix,Other KC/SAC,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,14,104.4361605220418,0.6985288657157868
SAC_HF_Matrix,Other KC/SAC,19dpb,BW15D_C6_SDSDB_19dpb,19,16,-1994.3514330567373,0.5957652492136722
SAC_HF_Matrix,Other KC/SAC,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,14,-284.51395333061794,0.5143785506358767
SAC_HF_Matrix,Other KC/SAC,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,44,1264.0295078718786,0.4292090291985347
SAC_HF_Matrix,Other KC/SAC,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,60,-860.5906554706169,0.3526354023720699
SAC_HF_Matrix,Other KC/SAC,2mph,2mph_A03699G6.SCT,60,39,2571.4385739848144,0.36846317932206635
Melanocyte,Other KC/SAC,5dpb,BW32_A01597A3_SDSDB_5dpb,5,60,2957.271927603619,0.30102408427627436
Melanocyte,Other KC/SAC,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,0,,
Melanocyte,Other KC/SAC,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,563,1318.3454655356218,0.16642972138863865
Melanocyte,Other KC/SAC,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,29,-4917.4901905724455,0.16562288131977565
Melanocyte,Other KC/SAC,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,604,2492.9926981573635,0.09725832901597534
Melanocyte,Other KC/SAC,19dpb,BW15D_C6_SDSDB_19dpb,19,284,-567.9099178405738,0.057532909870812804
Melanocyte,Other KC/SAC,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,45,644.4142839569762,0.04800040335940462
Melanocyte,Other KC/SAC,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,1153,3791.9875750905326,0.11792224055488462
Melanocyte,Other KC/SAC,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,2,1692.6893931718341,0.007487760102913359
Melanocyte,Other KC/SAC,2mph,2mph_A03699G6.SCT,60,244,1592.0884409154842,0.06185975030667121
Fib_Papi,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,2945,-2402.6699593270955,0.37384064319821997
Fib_Papi,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,1769,-60.829810031451196,0.21003437607213737
Fib_Papi,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,4590,823.0171653144444,0.15384926594644127
Fib_Papi,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,4372,-397.07497503468426,0.33207663511728663
Fib_Papi,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,4452,3009.4014217805643,0.1493743751448432
Fib_Papi,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,6342,-2951.6481938381735,0.19648102444435803
Fib_Papi,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,1234,-395.5040021668291,0.1812318087139747
Fib_Papi,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,5760,3189.688641806518,0.1722280385326438
Fib_Papi,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,5743,1266.9277324739494,0.24087766016161855
Fib_Papi,Fib/Endo,2mph,2mph_A03699G6.SCT,60,1677,3926.3776521165137,0.09007129137172656
Fib_SFRP2,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,1899,-2871.2245378249977,0.6488027831257022
Fib_SFRP2,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,3817,-310.174411496338,0.2894851085842225
Fib_SFRP2,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,2951,1411.6835606522454,0.16790686216462922
Fib_SFRP2,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,6092,-65.45256276423228,0.35118925217302094
Fib_SFRP2,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,3231,1463.0603314949328,0.14621184288911782
Fib_SFRP2,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,4874,-2666.028159123939,0.20909710722167973
Fib_SFRP2,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,4331,-571.385544894761,0.20019594880217106
Fib_SFRP2,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,4306,720.8394916069361,0.14331903995299367
Fib_SFRP2,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,2546,931.2171123877454,0.2324008877950034
Fib_SFRP2,Fib/Endo,2mph,2mph_A03699G6.SCT,60,32683,3805.0797592046893,0.18349435751999468
Fib_Myo,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,1669,-3237.139211293108,0.6743608904225158
Fib_Myo,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,684,-758.8914818126926,0.3272241809655689
Fib_Myo,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,580,1013.0521127583288,0.13886144844137904
Fib_Myo,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,1392,475.30496845362677,0.3880227667722824
Fib_Myo,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,1194,2138.9985275157583,0.16756787130671214
Fib_Myo,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,1851,-3138.8904243124175,0.2140172993324534
Fib_Myo,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,1644,-1022.5192481398115,0.17433549216949537
Fib_Myo,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,659,204.61033090443343,0.16205551768758686
Fib_Myo,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,874,1619.0003714196855,0.25094728286853174
Fib_Myo,Fib/Endo,2mph,2mph_A03699G6.SCT,60,1984,3591.1457390251567,0.16560770055934243
Fib_Inflama,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,974,-2816.978824313535,0.6738106315897381
Fib_Inflama,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,739,-688.3044750594204,0.35594660047701154
Fib_Inflama,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,752,1285.1114468198534,0.1747791982371486
Fib_Inflama,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,2409,895.1218572103044,0.42610729919134466
Fib_Inflama,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,1224,2492.216804127149,0.2364402290949196
Fib_Inflama,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,1749,-3070.4452992056354,0.25284693332663444
Fib_Inflama,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,1603,-837.9133885934759,0.18409529883239834
Fib_Inflama,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,905,228.29509670321815,0.18671276176261148
Fib_Inflama,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,863,1229.7696902252967,0.3226629120241351
Fib_Inflama,Fib/Endo,2mph,2mph_A03699G6.SCT,60,3118,3923.6541119737726,0.18294310741501218
Fib_Fasci,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,102,-2635.585560212349,0.7680899288087515
Fib_Fasci,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,41,447.27445958398346,0.36039784187360036
Fib_Fasci,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,93,1576.0858872781173,0.19786582526623125
Fib_Fasci,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,195,-82.30700417337076,0.5227358283687887
Fib_Fasci,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,101,2663.119141659847,0.19361475746072607
Fib_Fasci,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,232,-2386.188359894343,0.29911427465327206
Fib_Fasci,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,228,-1432.334946487435,0.2090121407005622
Fib_Fasci,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,53,211.48524420030077,0.09756677882670775
Fib_Fasci,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,39,1904.6925979502973,0.38854763309347456
Fib_Fasci,Fib/Endo,2mph,2mph_A03699G6.SCT,60,1616,3681.758797041265,0.2538676405031972
Fib_EN1,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,28,-2755.042997587372,0.4954883209361995
Fib_EN1,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,58,-299.4978264475709,0.3359394878479641
Fib_EN1,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,69,1281.2223595233272,0.14153331791900547
Fib_EN1,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,164,334.99854144393953,0.32781554777014077
Fib_EN1,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,89,2396.68660905337,0.14773237179251783
Fib_EN1,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,124,-3129.7671561969946,0.26269948678683297
Fib_EN1,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,103,-903.4850551228278,0.16763168733667871
Fib_EN1,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,55,863.7301073575651,0.15894034481073563
Fib_EN1,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,25,1141.9260536387903,0.1769517920734613
Fib_EN1,Fib/Endo,2mph,2mph_A03699G6.SCT,60,202,3590.921085939418,0.12384596859410202
Fib_Prolif,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,28,-2032.4749722556194,0.5993458006716643
Fib_Prolif,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,36,439.492422275649,0.3782917497311678
Fib_Prolif,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,58,158…572 tokens truncated…pb_p1,BW15D_1_D1_SDSDB_19dpb,19,380,-840.7110644280585,0.21617518789117168
Fib_CD45,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,151,563.950831838664,0.3484808170031548
Fib_CD45,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,89,34.13429983952145,0.46700972329843077
Fib_CD45,Fib/Endo,2mph,2mph_A03699G6.SCT,60,507,3458.0245740819123,0.1461014679165798
Endo_Capillary,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,573,-2921.364218980638,0.6469998768077323
Endo_Capillary,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,514,-547.3199916041239,0.2821408724921312
Endo_Capillary,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,404,1100.203023539571,0.12821372166178258
Endo_Capillary,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,1027,761.2943506627242,0.37544119381619556
Endo_Capillary,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,690,2441.968014129101,0.12723470290341404
Endo_Capillary,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,1021,-3181.5825772900707,0.20932900586468922
Endo_Capillary,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,604,-870.3789248735952,0.1792403584639499
Endo_Capillary,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,940,488.4211189180071,0.1307355689658934
Endo_Capillary,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,862,1018.8653635602888,0.19007490788410747
Endo_Capillary,Fib/Endo,2mph,2mph_A03699G6.SCT,60,1860,3837.91918575984,0.13764503599970818
Endo_Arterial,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,10,-3331.8249849581007,0.7920629994765856
Endo_Arterial,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,9,229.65866358747226,0.5316058367398803
Endo_Arterial,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,12,1736.9526799980572,0.1626053086384004
Endo_Arterial,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,35,-434.3162003134868,0.4320134614612211
Endo_Arterial,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,30,1953.126062173756,0.22381257530814574
Endo_Arterial,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,31,-3381.56107394299,0.26868574116612426
Endo_Arterial,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,27,-1871.377109712248,0.11966532145637361
Endo_Arterial,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,26,195.17812203169026,0.19410947777345797
Endo_Arterial,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,28,1113.7038624543454,0.18652771600557974
Endo_Arterial,Fib/Endo,2mph,2mph_A03699G6.SCT,60,65,3876.4698945517002,0.23906920298102713
Endo_Venous,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,769,-2926.2571014997375,0.6744648082847261
Endo_Venous,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,367,-858.3779716145835,0.3451482821441974
Endo_Venous,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,272,1567.2470525132858,0.15637309679970174
Endo_Venous,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,805,1196.4077722694321,0.3937475373017789
Endo_Venous,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,742,2255.8949122931344,0.15542883333849092
Endo_Venous,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,670,-2683.228411895124,0.22263447938379355
Endo_Venous,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,507,-892.4611177115036,0.17993200472214507
Endo_Venous,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,556,2322.023554281309,0.13628224547463286
Endo_Venous,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,721,1192.5506377637737,0.2848436776407815
Endo_Venous,Fib/Endo,2mph,2mph_A03699G6.SCT,60,1170,3920.372167853111,0.12839707984271664
Endo_Lymphatic,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,181,-2865.1547266592147,0.5495017065210819
Endo_Lymphatic,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,161,246.8940128985927,0.275114968850509
Endo_Lymphatic,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,165,1427.2399098383494,0.15355556778136106
Endo_Lymphatic,Fib/Endo,12dpb_DPTDI2,BW13_A3_DSDB_12dpb,12,389,609.6706965179079,0.3050962861801804
Endo_Lymphatic,Fib/Endo,12dpb_SPTDI2,BW14_B3_SSDB_12dpb,12,138,1194.6861983049155,0.21313152056647647
Endo_Lymphatic,Fib/Endo,19dpb,BW15D_C6_SDSDB_19dpb,19,330,-2820.196841084096,0.21521478521405177
Endo_Lymphatic,Fib/Endo,19dpb_p1,BW15D_1_D1_SDSDB_19dpb,19,242,-1342.4509335857842,0.15204341002027882
Endo_Lymphatic,Fib/Endo,26dpb_p1,BW81_C02846B6_SDSDB_26dpb_part1,26,230,64.59595082768763,0.09651444958764407
Endo_Lymphatic,Fib/Endo,26dpb_p2,BW81_C02846B6_SDSDB_26dpb_part2,26,142,1791.8267951154971,0.16782010276534398
Endo_Lymphatic,Fib/Endo,2mph,2mph_A03699G6.SCT,60,175,3566.6682906237997,0.07853711927720354
Endo_Prolif,Fib/Endo,5dpb,BW32_A01597A3_SDSDB_5dpb,5,11,-740.3202333648522,0.3099524683722678
Endo_Prolif,Fib/Endo,12dpb_DPTDI1,BW13_1_B1_DSDB_12dpb,12,11,1226.8114904887766,0.15309996631976572
Endo_Prolif,Fib/Endo,12dpb_SPTDI1,BW14_1_C1_SSDB_12dpb,12,35,1714.6788163906804,0.1186439910282602
